大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
194430002000,奥秋,35.794798,138.914127,1,1
194430003000,押垣外,35.785976,138.926804,1,1
194430004000,鴨沢,35.781229,138.983333,1,1
194430005000,高尾,35.787978,138.920872,1,1
194430006000,所畑,35.784646,138.973174,1,1
194430007000,小袖,35.794724,138.972244,1,1
194430008000,親川,35.788552,138.962995,1,1
194430009000,杉奈久保,35.791057,138.967331,1,1
194430010000,丹波,35.802154,138.923795,1,1
194430011000,保之瀬,35.786802,138.942463,1,1
194430012000,上組,35.792069,138.917240,0,0
194430013000,下組,35.791022,138.922053,0,0
194430014000,高畑,35.787983,138.962043,0,0
194430015000,中組,35.791181,138.918796,0,0
194430016000,御祭,35.786620,138.966898,0,0
