大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
015490001000,旭町,43.723882,143.739905,1,1
015490002000,栄町,43.724126,143.735311,1,1
015490003000,元町,43.727926,143.739400,1,1
015490004000,字開盛,43.693262,143.718529,1,2
015490005000,字協成,43.704477,143.736600,1,2
015490006000,字駒里,43.759133,143.688048,1,2
015490007000,字高園,43.743558,143.719393,1,2
015490008000,字実郷,43.721998,143.761454,1,2
015490009000,字常盤,43.690279,143.700033,1,2
015490010000,字清住,43.716095,143.715040,1,2
015490011000,字西富,43.723674,143.692439,1,2
015490012000,字大谷,43.709563,143.781115,1,2
015490013000,字日出,43.741536,143.787432,1,2
015490014000,字柏丘,43.752844,143.761713,1,2
015490015000,字美園,43.646055,143.681704,1,2
015490016000,字福野,43.768169,143.773892,1,2
015490017000,字穂波,43.734577,143.760714,1,2
015490018000,字豊坂,43.702171,143.689711,1,2
015490019000,字北栄,43.729124,143.687822,1,2
015490020000,字弥生,43.762011,143.721832,1,2
015490021000,字緑丘,43.697372,143.754023,1,2
015490022000,若富町,43.725908,143.729031,1,1
015490023000,若葉町,43.729999,143.729683,1,1
015490024000,西幸町,43.730526,143.735135,1,1
015490025000,大町,43.727741,143.735882,1,1
015490026000,仲町,43.723974,143.737494,1,1
015490027000,東幸町,43.731496,143.742172,1,1
015490028000,東町,43.725289,143.744528,1,1
015490029000,末広町,43.716444,143.737528,1,1
