大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
293220001000,室津,34.680704,135.963322,1,1
293220002000,松尾,34.676857,135.965769,1,1
293220003000,的野,34.668257,135.970018,1,1
293220004000,峯寺,34.677697,135.978257,1,1
293220005000,桐山,34.683034,135.973081,1,1
293220006000,北野,34.677790,135.988902,1,1
293220007000,春日,34.679008,136.049631,1,1
293220008000,大西,34.680650,136.042179,1,1
293220009000,菅生,34.671647,136.042322,1,1
293220010000,西波多,34.680405,136.030968,1,1
293220011000,遅瀬,34.695863,136.053864,1,1
293220012000,中峰山,34.688754,136.065720,1,1
293220013000,広代,34.680441,136.059360,1,1
293220014000,中之庄,34.682024,136.066616,1,1
293220015000,吉田,34.680527,136.071114,1,1
293220016000,広瀬,34.676454,136.077443,1,1
293220017000,鵜山,34.668807,136.078338,1,1
293220018000,片平,34.669784,136.066695,1,1
293220019000,葛尾,34.654091,136.060630,1,1
293220020000,三ヶ谷,34.655493,136.026332,1,1
293220021000,勝原,34.649558,136.039243,1,1
293220022000,岩屋,34.646089,136.056078,1,1
293220023000,毛原,34.635272,136.037886,1,1
293220024000,切幡,34.639876,136.010922,1,1
293220025000,伏拝,34.661515,136.000551,1,1
293220026000,助命,34.657293,136.006205,1,1
293220027000,箕輪,34.666385,136.014990,1,1
293220028000,大塩,34.676086,136.013575,1,1
293220029000,堂前,34.665656,136.014889,1,1
