大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
401310001001,青葉一丁目,33.639637,130.462211,2,3
401310001002,青葉二丁目,33.644530,130.457962,2,3
401310001003,青葉三丁目,33.643455,130.463817,2,3
401310001004,青葉四丁目,33.646891,130.460916,2,3
401310001005,青葉五丁目,33.647004,130.466238,2,3
401310001006,青葉六丁目,33.643308,130.469179,2,3
401310001007,青葉七丁目,33.639583,130.467409,2,3
401310002001,大岳一丁目,33.651232,130.344195,2,3
401310002002,大岳二丁目,33.654247,130.341555,2,3
401310002003,大岳三丁目,33.653811,130.336682,2,3
401310002004,大岳四丁目,33.653201,130.332859,2,3
401310003000,貝塚団地,33.632407,130.422357,2,1
401310004000,香椎,33.665956,130.462865,2,1
401310005001,香椎一丁目,33.654088,130.445347,2,3
401310005002,香椎二丁目,33.657130,130.448480,2,3
401310005003,香椎三丁目,33.656473,130.452339,2,3
401310005004,香椎四丁目,33.653996,130.449820,2,3
401310005005,香椎五丁目,33.650821,130.450632,2,3
401310005006,香椎六丁目,33.647809,130.455464,2,3
401310006001,香椎駅東一丁目,33.659235,130.447045,2,3
401310006002,香椎駅東二丁目,33.661037,130.445332,2,3
401310006003,香椎駅東三丁目,33.664680,130.450194,2,3
401310006004,香椎駅東四丁目,33.665873,130.455144,2,3
401310007001,香椎駅前一丁目,33.659389,130.442585,2,3
401310007002,香椎駅前二丁目,33.660143,130.440257,2,3
401310007003,香椎駅前三丁目,33.664525,130.442258,2,3
401310008001,香椎台一丁目,33.651079,130.455227,2,3
401310008002,香椎台二丁目,33.652247,130.458144,2,3
401310008003,香椎台三丁目,33.650690,130.461228,2,3
401310008004,香椎台四丁目,33.653668,130.462098,2,3
401310008005,香椎台五丁目,33.654067,130.458361,2,3
401310009000,香椎団地,33.654290,130.436899,2,1
401310010001,香椎照葉一丁目,33.663612,130.426285,2,3
401310010002,香椎照葉二丁目,33.667249,130.425547,2,3
401310010003,香椎照葉三丁目,33.661711,130.420288,2,3
401310010004,香椎照葉四丁目,33.666428,130.419403,2,3
401310010005,香椎照葉五丁目,33.663678,130.416923,2,3
401310011001,香椎浜一丁目,33.652209,130.432115,2,3
401310011002,香椎浜二丁目,33.654242,130.426903,2,3
401310011003,香椎浜三丁目,33.658071,130.427947,2,3
401310011004,香椎浜四丁目,33.657128,130.433692,2,3
401310012001,香住ケ丘一丁目,33.667539,130.438917,2,3
401310012002,香住ケ丘二丁目,33.670492,130.440865,2,3
401310012003,香住ケ丘三丁目,33.672724,130.436114,2,3
401310012004,香住ケ丘四丁目,33.674696,130.432274,2,3
401310012005,香住ケ丘五丁目,33.674899,130.428878,2,3
401310012006,香住ケ丘六丁目,33.670576,130.431298,2,3
401310012007,香住ケ丘七丁目,33.666100,130.434027,2,3
401310013000,勝馬,33.683316,130.297848,2,1
401310014001,蒲田一丁目,33.639015,130.482516,2,3
401310014002,蒲田二丁目,33.635073,130.483436,2,3
401310014003,蒲田三丁目,33.632547,130.487256,2,3
401310014004,蒲田四丁目,33.635370,130.491739,2,3
401310014005,蒲田五丁目,33.644937,130.486875,2,3
401310015000,上和白,33.684891,130.450885,2,1
401310016001,雁の巣一丁目,33.685577,130.404952,2,3
401310016002,雁の巣二丁目,33.683017,130.404706,2,3
401310017000,郷口町,33.614865,130.428422,2,1
401310018000,西戸崎,33.653337,130.345759,2,1
401310019001,西戸崎一丁目,33.649800,130.356565,2,3
401310019002,西戸崎二丁目,33.646166,130.358321,2,3
401310019003,西戸崎三丁目,33.647016,130.355330,2,3
401310019004,西戸崎四丁目,33.648677,130.352783,2,3
401310019005,西戸崎五丁目,33.650750,130.349486,2,3
401310019006,西戸崎六丁目,33.652843,130.350491,2,3
401310020001,塩浜一丁目,33.692816,130.420583,2,3
401310020002,塩浜二丁目,33.686870,130.426884,2,3
401310020003,塩浜三丁目,33.687613,130.418677,2,3
401310021000,志賀島,33.663370,130.311694,2,1
401310022000,下原,33.678436,130.460771,2,1
401310023001,下原一丁目,33.671483,130.453208,2,3
401310023002,下原二丁目,33.668614,130.458160,2,3
401310023003,下原三丁目,33.673858,130.457782,2,3
401310023004,下原四丁目,33.673019,130.450005,2,3
401310023005,下原五丁目,33.677133,130.453058,2,3
401310024001,社領一丁目,33.612528,130.429393,2,3
401310024002,社領二丁目,33.611640,130.432285,2,3
401310024003,社領三丁目,33.610184,130.434881,2,3
401310025000,城浜団地,33.649692,130.424194,2,1
401310026001,高美台一丁目,33.686774,130.448479,2,3
401310026002,高美台二丁目,33.687550,130.444522,2,3
401310026003,高美台三丁目,33.691255,130.443790,2,3
401310026004,高美台四丁目,33.693916,130.445871,2,3
401310027001,多々良一丁目,33.630879,130.453522,2,3
401310027002,多々良二丁目,33.632859,130.447080,2,3
401310028001,多の津一丁目,33.625520,130.450214,2,3
401310028002,多の津二丁目,33.628328,130.453695,2,3
401310028003,多の津三丁目,33.629024,130.442970,2,3
401310028004,多の津四丁目,33.624023,130.447122,2,3
401310028005,多の津五丁目,33.621476,130.449507,2,3
401310029001,千早一丁目,33.649064,130.430081,2,3
401310029002,千早二丁目,33.647658,130.432729,2,3
401310029003,千早三丁目,33.650817,130.436047,2,3
401310029004,千早四丁目,33.650477,130.437906,2,3
401310029005,千早五丁目,33.654800,130.440583,2,3
401310029006,千早六丁目,33.656167,130.437915,2,3
401310030001,唐原一丁目,33.675753,130.436858,2,3
401310030002,唐原二丁目,33.678241,130.432928,2,3
401310030003,唐原三丁目,33.677184,130.437498,2,3
401310030004,唐原四丁目,33.678666,130.440388,2,3
401310030005,唐原五丁目,33.675657,130.441998,2,3
401310030006,唐原六丁目,33.678577,130.443553,2,3
401310030007,唐原七丁目,33.675071,130.447121,2,3
401310031001,土井一丁目,33.634455,130.463017,2,3
401310031002,土井二丁目,33.630870,130.463845,2,3
401310031003,土井三丁目,33.633874,130.466083,2,3
401310031004,土井四丁目,33.636777,130.470366,2,3
401310032000,名子,33.646429,130.479026,2,1
401310033001,名子一丁目,33.636752,130.477453,2,3
401310033002,名子二丁目,33.639448,130.476154,2,3
401310033003,名子三丁目,33.643303,130.472872,2,3
401310034001,名島一丁目,33.644958,130.422683,2,3
401310034002,名島二丁目,33.642915,130.425650,2,3
401310034003,名島三丁目,33.645004,130.428868,2,3
401310034004,名島四丁目,33.640210,130.432032,2,3
401310034005,名島五丁目,33.642763,130.436715,2,3
401310035000,奈多,33.673126,130.394587,2,1
401310036001,奈多一丁目,33.690637,130.415936,2,3
401310036002,奈多二丁目,33.690053,130.411830,2,3
401310036003,奈多三丁目,33.688208,130.410666,2,3
401310037000,奈多団地,33.685680,130.413752,2,1
401310038001,箱崎一丁目,33.616881,130.424648,2,3
401310038002,箱崎二丁目,33.618919,130.420711,2,3
401310038003,箱崎三丁目,33.620768,130.423000,2,3
401310038004,箱崎四丁目,33.619864,130.415284,2,3
401310038005,箱崎五丁目,33.627428,130.421021,2,3
401310038006,箱崎六丁目,33.625560,130.426007,2,3
401310038007,箱崎七丁目,33.635942,130.424997,2,3
401310039001,箱崎ふ頭一丁目,33.623627,130.410963,2,3
401310039002,箱崎ふ頭二丁目,33.627884,130.418053,2,3
401310039003,箱崎ふ頭三丁目,33.637769,130.421906,2,3
401310039004,箱崎ふ頭四丁目,33.638089,130.412803,2,3
401310039005,箱崎ふ頭五丁目,33.630999,130.414695,2,3
401310039006,箱崎ふ頭六丁目,33.630367,130.409502,2,3
401310040001,筥松一丁目,33.615157,130.432688,2,3
401310040002,筥松二丁目,33.617913,130.427705,2,3
401310040003,筥松三丁目,33.625618,130.428394,2,3
401310040004,筥松四丁目,33.631017,130.428197,2,3
401310041000,筥松新町,33.612915,130.437449,2,1
401310042001,八田一丁目,33.634736,130.458009,2,3
401310042002,八田二丁目,33.637171,130.457580,2,3
401310042003,八田三丁目,33.639281,130.456129,2,3
401310042004,八田四丁目,33.641048,130.455921,2,3
401310043000,浜男,33.671830,130.460674,2,1
401310044001,原田一丁目,33.617511,130.434774,2,3
401310044002,原田二丁目,33.620641,130.432880,2,3
401310044003,原田三丁目,33.622660,130.438565,2,3
401310044004,原田四丁目,33.624338,130.440964,2,3
401310045001,東浜一丁目,33.614607,130.412897,2,3
401310045002,東浜二丁目,33.615807,130.407445,2,3
401310046000,弘,33.669234,130.292966,2,1
401310047000,二又瀬,33.608283,130.439292,2,1
401310048000,二又瀬新町,33.611356,130.439893,2,1
401310049001,馬出一丁目,33.609369,130.421852,2,3
401310049002,馬出二丁目,33.612317,130.418993,2,3
401310049003,馬出三丁目,33.611139,130.415077,2,3
401310049004,馬出四丁目,33.614799,130.417035,2,3
401310049005,馬出五丁目,33.613346,130.422010,2,3
401310049006,馬出六丁目,33.610518,130.426292,2,3
401310050001,舞松原一丁目,33.640164,130.450603,2,3
401310050002,舞松原二丁目,33.645160,130.445413,2,3
401310050003,舞松原三丁目,33.645930,130.448277,2,3
401310050004,舞松原四丁目,33.646751,130.452182,2,3
401310050005,舞松原五丁目,33.644228,130.452153,2,3
401310050006,舞松原六丁目,33.642767,130.453073,2,3
401310051001,松香台一丁目,33.667246,130.447064,2,3
401310051002,松香台二丁目,33.671911,130.445148,2,3
401310052000,松崎,33.637604,130.441288,2,1
401310053001,松崎一丁目,33.635242,130.442787,2,3
401310053002,松崎二丁目,33.635986,130.440265,2,3
401310053003,松崎三丁目,33.638239,130.437702,2,3
401310053004,松崎四丁目,33.643773,130.439202,2,3
401310054001,松島一丁目,33.625104,130.434444,2,3
401310054002,松島二丁目,33.625964,130.431303,2,3
401310054003,松島三丁目,33.627299,130.437339,2,3
401310054004,松島四丁目,33.629822,130.433410,2,3
401310054005,松島五丁目,33.629805,130.438007,2,3
401310054006,松島六丁目,33.632260,130.435294,2,3
401310055001,松田一丁目,33.614899,130.441059,2,3
401310055002,松田二丁目,33.619020,130.442849,2,3
401310055003,松田三丁目,33.616963,130.444312,2,3
401310056001,御島崎一丁目,33.660289,130.435480,2,3
401310056002,御島崎二丁目,33.663746,130.437463,2,3
401310057001,水谷一丁目,33.648332,130.443435,2,3
401310057002,水谷二丁目,33.651168,130.444000,2,3
401310057003,水谷三丁目,33.650042,130.447066,2,3
401310058000,三苫,33.698187,130.413360,2,1
401310059001,三苫一丁目,33.696110,130.419232,2,3
401310059002,三苫二丁目,33.694046,130.414492,2,3
401310059003,三苫三丁目,33.698727,130.416856,2,3
401310059004,三苫四丁目,33.699013,130.421651,2,3
401310059005,三苫五丁目,33.704528,130.421284,2,3
401310059006,三苫六丁目,33.702503,130.418421,2,3
401310059007,三苫七丁目,33.705559,130.420055,2,3
401310059008,三苫八丁目,33.710011,130.420797,2,3
401310060001,みどりが丘一丁目,33.649874,130.468237,2,3
401310060002,みどりが丘二丁目,33.647799,130.472689,2,3
401310060003,みどりが丘三丁目,33.645677,130.474488,2,3
401310061001,美和台一丁目,33.699651,130.431902,2,3
401310061002,美和台二丁目,33.700021,130.429375,2,3
401310061003,美和台三丁目,33.700026,130.424342,2,3
401310061004,美和台四丁目,33.703670,130.424736,2,3
401310061005,美和台五丁目,33.705522,130.425646,2,3
401310061006,美和台六丁目,33.704939,130.431245,2,3
401310061007,美和台七丁目,33.702662,130.430170,2,3
401310062000,美和台新町,33.708096,130.427262,2,1
401310063001,若宮一丁目,33.635193,130.454797,2,3
401310063002,若宮二丁目,33.634530,130.451041,2,3
401310063003,若宮三丁目,33.637910,130.448537,2,3
401310063004,若宮四丁目,33.640875,130.444460,2,3
401310063005,若宮五丁目,33.643397,130.441972,2,3
401310064001,和白一丁目,33.681482,130.434799,2,3
401310064002,和白二丁目,33.685986,130.433478,2,3
401310064003,和白三丁目,33.689094,130.431732,2,3
401310064004,和白四丁目,33.684747,130.432667,2,3
401310064005,和白五丁目,33.694346,130.426774,2,3
401310064006,和白六丁目,33.696125,130.425196,2,3
401310065001,和白丘一丁目,33.697062,130.436533,2,3
401310065002,和白丘二丁目,33.693505,130.431363,2,3
401310065003,和白丘三丁目,33.697435,130.435259,2,3
401310065004,和白丘四丁目,33.701577,130.437328,2,3
401310066001,和白東一丁目,33.689136,130.436007,2,3
401310066002,和白東二丁目,33.691346,130.438846,2,3
401310066003,和白東三丁目,33.694128,130.437554,2,3
401310066004,和白東四丁目,33.697414,130.444646,2,3
401310066005,和白東五丁目,33.699792,130.443013,2,3
401310067001,みなと香椎一丁目,33.660342,130.408631,0,3
401310067002,みなと香椎二丁目,33.663131,130.407526,0,3
401310067003,みなと香椎三丁目,33.667088,130.407750,0,3
401310068001,香椎浜ふ頭一丁目,33.656399,130.423532,0,3
401310068002,香椎浜ふ頭二丁目,33.654469,130.419194,0,3
401310068003,香椎浜ふ頭三丁目,33.653304,130.413399,0,3
401310068004,香椎浜ふ頭四丁目,33.652385,130.409509,0,3
