大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
041040001001,あすと長町一丁目,38.230456,140.889227,1,3
041040001002,あすと長町二丁目,38.223688,140.886598,1,3
041040001003,あすと長町三丁目,38.219663,140.885802,1,3
041040001004,あすと長町四丁目,38.226523,140.889271,1,3
041040002000,ひより台,38.229116,140.824328,1,1
041040003000,芦の口,38.232021,140.855984,1,1
041040004000,羽黒台,38.220700,140.819620,1,1
041040005000,越路,38.244425,140.880891,1,1
041040006001,鈎取一丁目,38.221866,140.846180,1,3
041040006002,鈎取二丁目,38.226265,140.842697,1,3
041040006003,鈎取三丁目,38.230270,140.837742,1,3
041040006004,鈎取四丁目,38.225111,140.840174,1,3
041040007001,鈎取本町一丁目,38.220687,140.838361,1,3
041040007002,鈎取本町二丁目,38.224562,140.836349,1,3
041040008001,旗立一丁目,38.223452,140.821233,1,3
041040008002,旗立二丁目,38.224612,140.815460,1,3
041040008003,旗立三丁目,38.227047,140.809888,1,3
041040009001,金剛沢一丁目,38.229858,140.846522,1,3
041040009002,金剛沢二丁目,38.231070,140.842740,1,3
041040009003,金剛沢三丁目,38.233590,140.842333,1,3
041040010001,郡山一丁目,38.229436,140.889159,1,3
041040010002,郡山二丁目,38.223102,140.888576,1,3
041040010003,郡山三丁目,38.223699,140.893614,1,3
041040010004,郡山四丁目,38.223351,140.897431,1,3
041040010005,郡山五丁目,38.218895,140.892866,1,3
041040010006,郡山六丁目,38.220925,140.885747,1,3
041040010007,郡山七丁目,38.215235,140.886647,1,3
041040010008,郡山八丁目,38.212512,140.889391,1,3
041040011000,郡山字穴田東,38.216100,140.898607,1,2
041040012000,郡山字小原,38.211468,140.895604,1,2
041040013000,恵和町,38.236088,140.854695,1,1
041040014000,御堂平,38.229691,140.833059,1,1
041040015001,向山一丁目,38.248806,140.865426,1,3
041040015002,向山二丁目,38.245912,140.868435,1,3
041040015003,向山三丁目,38.242570,140.868448,1,3
041040015004,向山四丁目,38.244403,140.876274,1,3
041040016000,根岸町,38.238851,140.883556,1,1
041040017000,佐保山,38.234832,140.821914,1,1
041040018000,砂押町,38.227328,140.865954,1,1
041040019000,砂押南町,38.226170,140.867817,1,1
041040020000,桜木町,38.243976,140.853347,1,1
041040021001,三神峯一丁目,38.225466,140.856607,1,3
041040021002,三神峯二丁目,38.227605,140.849118,1,3
041040022000,山田字上ノ台町,38.218885,140.832354,1,2
041040023000,山田字北前町,38.221708,140.828547,1,2
041040024000,山田自由ケ丘,38.228790,140.812460,1,1
041040025000,山田本町,38.217785,140.827009,1,1
041040026000,四郎丸字吹上,38.193050,140.914172,1,2
041040027000,四郎丸字大宮,38.192322,140.919990,1,2
041040028000,四郎丸字落合,38.196924,140.919822,1,2
041040029001,鹿野一丁目,38.231017,140.874945,1,3
041040029002,鹿野二丁目,38.228841,140.872395,1,3
041040029003,鹿野三丁目,38.225201,140.870925,1,3
041040030000,鹿野本町,38.232272,140.872191,1,1
041040031000,若葉町,38.237377,140.851627,1,1
041040032000,秋保町境野字辺田山,38.254386,140.689947,2,2
041040033000,秋保町境野字弥平田,38.254701,140.687709,2,2
041040034000,秋保町湯元字釜土西,38.224804,140.717901,2,2
041040035000,秋保町湯元字橋本,38.237623,140.710503,1,2
041040036000,秋保町湯元字源兵衛原,38.230449,140.709930,2,2
041040037000,秋保町湯元字寺田,38.224413,140.725080,1,2
041040038000,秋保町湯元字鹿乙,38.228140,140.716493,2,2
041040039000,秋保町湯元字石名坂,38.221937,140.730759,2,2
041040040000,秋保町湯元字太夫,38.233770,140.712626,1,2
041040041000,秋保町湯元字湯向,38.229794,140.722522,1,2
041040042000,秋保町湯元字馬乙,38.232978,140.705950,2,2
041040043000,秋保町湯元字平倉,38.236511,140.702163,2,2
041040044000,秋保町湯向,38.228921,140.724934,1,1
041040045000,松が丘,38.240868,140.850840,1,1
041040046001,上野山一丁目,38.225651,140.831520,1,3
041040046002,上野山二丁目,38.225658,140.824663,1,3
041040046003,上野山三丁目,38.231474,140.826056,1,3
041040047001,人来田一丁目,38.224898,140.806618,1,3
041040047002,人来田二丁目,38.222178,140.805695,1,3
041040047003,人来田三丁目,38.219348,140.803561,1,3
041040048000,諏訪町,38.215600,140.884590,1,1
041040049001,西の平一丁目,38.229168,140.853886,1,3
041040049002,西の平二丁目,38.232240,140.851643,1,3
041040050001,西多賀一丁目,38.223424,140.860962,1,3
041040050002,西多賀二丁目,38.219799,140.858609,1,3
041040050003,西多賀三丁目,38.222626,140.855348,1,3
041040050004,西多賀四丁目,38.222895,140.850699,1,3
041040050005,西多賀五丁目,38.219538,140.852169,1,3
041040051001,西中田一丁目,38.199958,140.882363,1,3
041040051002,西中田二丁目,38.202041,140.879736,1,3
041040051003,西中田三丁目,38.198863,140.878245,1,3
041040051004,西中田四丁目,38.195724,140.881673,1,3
041040051005,西中田五丁目,38.195626,140.876832,1,3
041040051006,西中田六丁目,38.191890,140.880980,1,3
041040051007,西中田七丁目,38.191782,140.876161,1,3
041040052001,青山一丁目,38.240481,140.856473,1,3
041040052002,青山二丁目,38.238284,140.860517,1,3
041040053001,泉崎一丁目,38.220909,140.869128,1,3
041040053002,泉崎二丁目,38.221991,140.865168,1,3
041040054000,太子堂,38.215865,140.882850,1,1
041040055001,太白一丁目,38.232486,140.819505,1,3
041040055002,太白二丁目,38.233827,140.816183,1,3
041040055003,太白三丁目,38.230112,140.815203,1,3
041040056001,袋原一丁目,38.203259,140.906834,2,3
041040056002,袋原二丁目,38.203021,140.911798,2,3
041040056003,袋原三丁目,38.201951,140.910701,2,3
041040056004,袋原四丁目,38.198794,140.911404,2,3
041040056005,袋原五丁目,38.197150,140.916364,2,3
041040056006,袋原六丁目,38.196157,140.912118,2,3
041040057000,袋原字堰場,38.191077,140.907040,1,2
041040058000,大谷地,38.226048,140.846147,1,1
041040059000,大野田字皿屋敷,38.212382,140.875102,1,2
041040060000,大塒町,38.234215,140.858821,1,1
041040061001,中田一丁目,38.202667,140.884863,1,3
041040061002,中田二丁目,38.202467,140.889452,1,3
041040061003,中田三丁目,38.198744,140.885295,1,3
041040061004,中田四丁目,38.199148,140.889507,1,3
041040061005,中田五丁目,38.196095,140.887653,1,3
041040061006,中田六丁目,38.193452,140.887714,1,3
041040061007,中田七丁目,38.190276,140.887514,1,3
041040062001,長町一丁目,38.233447,140.888412,1,3
041040062002,長町二丁目,38.233995,140.882685,1,3
041040062003,長町三丁目,38.230552,140.885768,1,3
041040062004,長町四丁目,38.230814,140.882337,1,3
041040062005,長町五丁目,38.226961,140.884991,1,3
041040062006,長町六丁目,38.221742,140.884369,1,3
041040062007,長町七丁目,38.226433,140.877756,1,3
041040062008,長町八丁目,38.230058,140.878577,1,3
041040063001,長町南一丁目,38.222839,140.880141,1,3
041040063002,長町南二丁目,38.217749,140.882258,1,3
041040063003,長町南三丁目,38.221643,140.876481,1,3
041040063004,長町南四丁目,38.220563,140.872709,1,3
041040064000,長嶺,38.237479,140.867935,1,1
041040065000,坪沼字愛宕山,38.195886,140.754826,1,2
041040066000,坪沼字舘前西,38.192194,140.759202,2,2
041040067000,坪沼字舘前中,38.193487,140.763307,2,2
041040068000,坪沼字根添,38.192523,140.757812,1,2
041040069000,坪沼字針山,38.196971,140.787363,1,2
041040070000,坪沼字大浪,38.191062,140.798624,1,2
041040071000,坪沼字長田北,38.192223,140.774951,1,2
041040072000,坪沼字板橋,38.183603,140.783819,1,2
041040073001,土手内一丁目,38.227417,140.861122,1,3
041040073002,土手内二丁目,38.229563,140.862743,1,3
041040073003,土手内三丁目,38.230136,140.858618,1,3
041040074001,東郡山一丁目,38.222834,140.904087,1,3
041040074002,東郡山二丁目,38.220935,140.902878,1,3
041040075000,東大野田,38.209862,140.887539,1,1
041040076001,東中田一丁目,38.203579,140.898929,1,3
041040076002,東中田二丁目,38.201334,140.897161,1,3
041040076003,東中田三丁目,38.201312,140.903716,1,3
041040076004,東中田四丁目,38.198611,140.904698,1,3
041040076005,東中田五丁目,38.198811,140.899262,1,3
041040076006,東中田六丁目,38.198641,140.894418,1,3
041040077000,南大野田,38.209896,140.871647,1,1
041040078000,二ツ沢,38.234997,140.873109,1,1
041040079000,日本平,38.221339,140.810607,1,1
041040080000,萩ケ丘,38.240915,140.871578,1,1
041040081001,八本松一丁目,38.231677,140.892311,1,3
041040081002,八本松二丁目,38.228768,140.892036,1,3
041040082000,八木山香澄町,38.246119,140.860680,1,1
041040083000,八木山松波町,38.244082,140.857406,1,1
041040084001,八木山東一丁目,38.234877,140.849037,1,3
041040084002,八木山東二丁目,38.235231,140.845782,1,3
041040085001,八木山南一丁目,38.237315,140.835796,1,3
041040085002,八木山南二丁目,38.234549,140.838617,1,3
041040085003,八木山南三丁目,38.235398,140.834136,1,3
041040085004,八木山南四丁目,38.233730,140.836594,1,3
041040085005,八木山南五丁目,38.233480,140.832387,1,3
041040085006,八木山南六丁目,38.231912,140.834718,1,3
041040086001,八木山本町一丁目,38.243301,140.845665,1,3
041040086002,八木山本町二丁目,38.238749,140.842631,1,3
041040087000,八木山弥生町,38.241237,140.862355,1,1
041040088000,八木山緑町,38.243218,140.864565,1,1
041040089001,富沢一丁目,38.217941,140.868408,1,3
041040089002,富沢二丁目,38.219434,140.862721,1,3
041040089003,富沢三丁目,38.216912,140.861243,1,3
041040089004,富沢四丁目,38.215889,140.868037,1,3
041040090000,富沢字舘,38.214687,140.860744,1,2
041040091000,富沢字宮崎,38.213539,140.856241,1,2
041040092000,富沢字鍛冶屋敷,38.210910,140.858232,1,2
041040093001,富沢南一丁目,38.213524,140.866668,1,3
041040093002,富沢南二丁目,38.210689,140.866612,1,3
041040094000,富田字南ノ西,38.209357,140.847739,1,2
041040095001,茂ケ崎一丁目,38.241218,140.878361,1,3
041040095002,茂ケ崎二丁目,38.239253,140.873151,1,3
041040095003,茂ケ崎三丁目,38.237031,140.874799,1,3
041040095004,茂ケ崎四丁目,38.238535,140.878736,1,3
041040096000,茂庭字亀ケ森,38.218754,140.766012,1,2
041040097000,茂庭字高田西,38.231227,140.776362,1,2
041040098000,茂庭字人来田西,38.214711,140.800015,1,2
041040099000,茂庭字人来田中,38.216198,140.805705,1,2
041040100000,茂庭字大沢,38.218767,140.785794,1,2
041040101000,茂庭字中谷地山,38.224458,140.738229,2,2
041040102000,茂庭字町北,38.222226,140.786079,1,2
041040103000,茂庭字嶺岸,38.227127,140.785250,1,2
041040104000,茂庭字嶺山,38.226750,140.780693,2,2
041040105001,茂庭台一丁目,38.230078,140.782072,1,3
041040105002,茂庭台二丁目,38.232597,140.783794,1,3
041040105003,茂庭台三丁目,38.235930,140.787415,1,3
041040105004,茂庭台四丁目,38.238182,140.784244,1,3
041040105005,茂庭台五丁目,38.240248,140.781802,1,3
041040106000,門前町,38.235404,140.878986,1,1
041040107001,柳生一丁目,38.197551,140.872210,1,3
041040107002,柳生二丁目,38.195679,140.872099,1,3
041040107003,柳生三丁目,38.191813,140.872798,1,3
041040107004,柳生四丁目,38.195281,140.867256,1,3
041040107005,柳生五丁目,38.195556,140.862192,1,3
041040107006,柳生六丁目,38.197546,140.863137,1,3
041040107007,柳生七丁目,38.197920,140.867474,1,3
041040108000,柳生字上河原,38.202037,140.866780,1,2
041040109000,柳生字北原,38.201186,140.873925,1,2
041040110001,緑ケ丘一丁目,38.230716,140.867445,1,3
041040110002,緑ケ丘二丁目,38.231730,140.862325,1,3
041040110003,緑ケ丘三丁目,38.233890,140.866467,1,3
041040110004,緑ケ丘四丁目,38.235961,140.863395,1,3
