大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
132010001001,みつい台一丁目,35.681847,139.328745,1,3
132010001002,みつい台二丁目,35.683626,139.324536,1,3
132010002001,みなみ野一丁目,35.632580,139.328477,1,3
132010002002,みなみ野二丁目,35.628425,139.328645,1,3
132010002003,みなみ野三丁目,35.629644,139.324890,1,3
132010002004,みなみ野四丁目,35.626766,139.323850,1,3
132010002005,みなみ野五丁目,35.630153,139.319246,1,3
132010002006,みなみ野六丁目,35.633004,139.322759,1,3
132010003001,めじろ台一丁目,35.645753,139.308931,1,3
132010003002,めじろ台二丁目,35.641540,139.310848,1,3
132010003003,めじろ台三丁目,35.640874,139.303851,1,3
132010003004,めじろ台四丁目,35.643552,139.302847,1,3
132010004000,旭町,35.655995,139.339054,1,1
132010005000,宇津貫町,35.627766,139.333401,1,1
132010006000,宇津木町,35.682311,139.351459,1,1
132010007000,越野,35.628979,139.390068,1,1
132010008000,横山町,35.659843,139.336985,1,1
132010009000,横川町,35.665248,139.302033,1,1
132010010000,下恩方町,35.664039,139.252870,1,1
132010011000,下柚木,35.629838,139.374554,1,1
132010011002,下柚木二丁目,35.625228,139.380586,1,3
132010011003,下柚木三丁目,35.621549,139.379763,1,3
132010012001,加住町一丁目,35.701392,139.320755,1,3
132010012002,加住町二丁目,35.694387,139.316503,1,3
132010013000,叶谷町,35.670607,139.304855,1,1
132010014000,館町,35.628867,139.291377,1,1
132010015000,丸山町,35.691025,139.351822,1,1
132010016001,久保山町一丁目,35.686796,139.361556,1,3
132010016002,久保山町二丁目,35.688094,139.355726,1,3
132010017000,宮下町,35.703702,139.310825,1,1
132010018000,狭間町,35.637138,139.287203,1,1
132010019001,暁町一丁目,35.668261,139.336341,1,3
132010019002,暁町二丁目,35.671818,139.336873,1,3
132010019003,暁町三丁目,35.675689,139.335929,1,3
132010020000,犬目町,35.690723,139.308012,1,1
132010021001,絹ケ丘一丁目,35.639378,139.362248,1,3
132010021002,絹ケ丘二丁目,35.636199,139.359721,1,3
132010021003,絹ケ丘三丁目,35.632872,139.361862,1,3
132010022001,元横山町一丁目,35.663999,139.339474,1,3
132010022002,元横山町二丁目,35.662417,139.337712,1,3
132010022003,元横山町三丁目,35.664367,139.334093,1,3
132010023001,元八王子町一丁目,35.666155,139.287753,1,3
132010023002,元八王子町二丁目,35.661665,139.280234,1,3
132010023003,元八王子町三丁目,35.652053,139.263111,1,3
132010024001,元本郷町一丁目,35.664523,139.321828,1,3
132010024002,元本郷町二丁目,35.664458,139.318788,1,3
132010024003,元本郷町三丁目,35.664724,139.316195,1,3
132010024004,元本郷町四丁目,35.665504,139.313043,1,3
132010025000,戸吹町,35.707764,139.289928,1,1
132010026000,高月町,35.708093,139.325367,1,1
132010027000,高倉町,35.666487,139.367017,1,1
132010028000,高尾町,35.632240,139.259654,1,1
132010029000,左入町,35.683164,139.345008,1,1
132010030000,三崎町,35.657313,139.336541,1,1
132010031000,山田町,35.645629,139.316352,1,1
132010032001,散田町一丁目,35.653462,139.315357,1,3
132010032002,散田町二丁目,35.649759,139.314842,1,3
132010032003,散田町三丁目,35.653648,139.311872,1,3
132010032004,散田町四丁目,35.650929,139.308267,1,3
132010032005,散田町五丁目,35.648664,139.302011,1,3
132010033000,四谷町,35.676765,139.296909,1,1
132010034001,子安町一丁目,35.653025,139.344015,1,3
132010034002,子安町二丁目,35.649201,139.341011,1,3
132010034003,子安町三丁目,35.649507,139.337107,1,3
132010034004,子安町四丁目,35.653292,139.336663,1,3
132010035000,寺町,35.656261,139.333002,1,1
132010036000,寺田町,35.623867,139.305606,1,1
132010037000,鹿島,35.633030,139.426716,1,1
132010038001,七国一丁目,35.624085,139.327580,1,3
132010038002,七国二丁目,35.619755,139.324974,1,3
132010038003,七国三丁目,35.617234,139.323477,1,3
132010038004,七国四丁目,35.621425,139.317055,1,3
132010038005,七国五丁目,35.621246,139.319840,1,3
132010038006,七国六丁目,35.624389,139.323093,1,3
132010039000,初沢町,35.631509,139.275317,1,1
132010040000,小宮町,35.688434,139.371119,1,1
132010041000,小津町,35.683961,139.223993,1,1
132010042000,小比企町,35.639221,139.324311,1,1
132010043000,小門町,35.659295,139.324972,1,1
132010044000,松が谷,35.629984,139.416572,1,1
132010045000,松木,35.623724,139.393769,1,1
132010046000,上壱分方町,35.682165,139.285022,1,1
132010047000,上恩方町,35.670013,139.203034,1,1
132010048000,上川町,35.706173,139.240642,1,1
132010049000,上野町,35.655309,139.328180,1,1
132010050000,上柚木,35.621994,139.366621,1,1
132010050002,上柚木二丁目,35.619205,139.367611,1,3
132010050003,上柚木三丁目,35.617154,139.371069,1,3
132010051001,城山手一丁目,35.654545,139.287247,1,3
132010051002,城山手二丁目,35.654277,139.284064,1,3
132010052000,新町,35.661246,139.340993,1,1
132010053000,諏訪町,35.678960,139.292341,1,1
132010054000,清川町,35.672059,139.310770,1,1
132010055000,西寺方町,35.683720,139.272318,1,1
132010056000,西浅川町,35.642938,139.272019,1,1
132010057001,西片倉一丁目,35.636393,139.335554,1,3
132010057002,西片倉二丁目,35.636250,139.332871,1,3
132010057003,西片倉三丁目,35.635586,139.327969,1,3
132010058000,石川町,35.677624,139.367501,1,1
132010059001,千人町一丁目,35.659830,139.315357,1,3
132010059002,千人町二丁目,35.659510,139.311586,1,3
132010059003,千人町三丁目,35.658308,139.309144,1,3
132010059004,千人町四丁目,35.656547,139.307119,1,3
132010060000,川口町,35.694963,139.283264,1,1
132010061000,川町,35.668368,139.273221,1,1
132010062000,泉町,35.675370,139.302226,1,1
132010063000,打越町,35.640564,139.351534,1,1
132010064001,台町一丁目,35.651098,139.327726,1,3
132010064002,台町二丁目,35.652147,139.320902,1,3
132010064003,台町三丁目,35.655063,139.320344,1,3
132010064004,台町四丁目,35.657828,139.319273,1,3
132010065000,大横町,35.663845,139.329494,1,1
132010066000,大楽寺町,35.673127,139.292043,1,1
132010067000,大船町,35.620738,139.312289,1,1
132010068000,大谷町,35.673274,139.349905,1,1
132010069000,大塚,35.639115,139.419537,1,1
132010070001,大和田町一丁目,35.661450,139.360204,1,3
132010070002,大和田町二丁目,35.664234,139.358353,1,3
132010070003,大和田町三丁目,35.660679,139.353569,1,3
132010070004,大和田町四丁目,35.665840,139.356008,1,3
132010070005,大和田町五丁目,35.664861,139.351681,1,3
132010070006,大和田町六丁目,35.664872,139.346627,1,3
132010070007,大和田町七丁目,35.666940,139.342255,1,3
132010071001,滝山町一丁目,35.686818,139.341730,1,3
132010071002,滝山町二丁目,35.693014,139.336818,1,3
132010072000,谷野町,35.686932,139.325998,1,1
132010073001,丹木町一丁目,35.690723,139.330979,1,3
132010073002,丹木町二丁目,35.695039,139.327566,1,3
132010073003,丹木町三丁目,35.695902,139.324471,1,3
132010074000,中山,35.627201,139.361995,1,1
132010075000,中町,35.658491,139.336179,1,1
132010076001,中野山王一丁目,35.671924,139.328129,1,3
132010076002,中野山王二丁目,35.676272,139.328613,1,3
132010076003,中野山王三丁目,35.674858,139.323506,1,3
132010077001,中野上町一丁目,35.667632,139.327140,1,3
132010077002,中野上町二丁目,35.670156,139.324688,1,3
132010077003,中野上町三丁目,35.672578,139.320968,1,3
132010077004,中野上町四丁目,35.669436,139.316710,1,3
132010077005,中野上町五丁目,35.675062,139.316220,1,3
132010078000,中野町,35.680257,139.321015,1,1
132010079000,長沼町,35.641373,139.369151,1,1
132010080000,長房町,35.653108,139.293988,1,1
132010081000,追分町,35.661325,139.318617,1,1
132010082000,天神町,35.657702,139.330256,1,1
132010083000,田町,35.665898,139.335796,1,1
132010084000,東浅川町,35.644496,139.292598,1,1
132010085000,東中野,35.638002,139.407860,1,1
132010086000,東町,35.658390,139.339718,1,1
132010087000,楢原町,35.680353,139.307313,1,1
132010088000,南新町,35.658887,139.330084,1,1
132010089000,南浅川町,35.615611,139.250794,1,1
132010090001,南大沢一丁目,35.618660,139.382889,1,3
132010090002,南大沢二丁目,35.609870,139.385393,1,3
132010090003,南大沢三丁目,35.603098,139.384003,1,3
132010090004,南大沢四丁目,35.608535,139.374727,1,3
132010090005,南大沢五丁目,35.611852,139.371207,1,3
132010091000,南町,35.658606,139.332969,1,1
132010092001,南陽台一丁目,35.634071,139.372818,1,3
132010092002,南陽台二丁目,35.633372,139.377526,1,3
132010092003,南陽台三丁目,35.635465,139.377797,1,3
132010093000,弐分方町,35.673722,139.284936,1,1
132010094000,廿里町,35.646832,139.275475,1,1
132010095000,日吉町,35.661198,139.314266,1,1
132010096000,梅坪町,35.686679,139.336705,1,1
132010097000,八日町,35.660231,139.331315,1,1
132010098000,八幡町,35.660646,139.326319,1,1
132010099000,八木町,35.661132,139.321886,1,1
132010100000,尾崎町,35.679772,139.344807,1,1
132010101000,美山町,35.693307,139.239317,1,1
132010102000,富士見町,35.668870,139.348826,1,1
132010103001,兵衛一丁目,35.630701,139.331653,1,3
132010103002,兵衛二丁目,35.624255,139.333947,1,3
132010104000,平岡町,35.664287,139.325359,1,1
132010105000,平町,35.692604,139.359759,1,1
132010106000,並木町,35.653477,139.303361,1,1
132010107001,別所一丁目,35.615702,139.390183,1,3
132010107002,別所二丁目,35.615994,139.397766,1,3
132010108000,片倉町,35.635771,139.342143,1,1
132010109001,北野台一丁目,35.632447,139.356885,1,3
132010109002,北野台二丁目,35.626158,139.355574,1,3
132010109003,北野台三丁目,35.626782,139.351491,1,3
132010109004,北野台四丁目,35.629275,139.352166,1,3
132010109005,北野台五丁目,35.632082,139.351892,1,3
132010110000,北野町,35.651494,139.354479,1,1
132010111000,堀之内,35.636781,139.390675,1,1
132010111002,堀之内二丁目,35.627331,139.402719,1,3
132010111003,堀之内三丁目,35.629390,139.401451,1,3
132010112000,本郷町,35.662194,139.326079,1,1
132010113000,本町,35.662121,139.332901,1,1
132010114000,万町,35.653142,139.332453,1,1
132010115001,明神町一丁目,35.658126,139.349405,1,3
132010115002,明神町二丁目,35.656139,139.347563,1,3
132010115003,明神町三丁目,35.656021,139.343869,1,3
132010115004,明神町四丁目,35.660545,139.344190,1,3
132010116000,鑓水,35.619265,139.350380,1,1
132010116002,鑓水二丁目,35.611235,139.358814,1,3
132010117000,裏高尾町,35.641903,139.231262,1,1
132010118000,緑町,35.647261,139.326053,1,1
132010119000,椚田町,35.637739,139.307510,1,1
