大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
261060001000,皆山町,34.989929,135.762388,3,1
261060002000,下柳町,34.992986,135.758793,3,1
261060003000,烏丸二丁目,34.992950,135.759491,3,1
261060004000,南橋詰町,34.995449,135.767147,3,1
261060005000,橋橘町,34.998063,135.752322,3,1
261060006000,中居町,34.989462,135.758918,2,1
261060007000,東境町,34.989005,135.758817,2,1
261060008000,西境町,34.988957,135.757720,2,1
261060009000,塩小路町,34.988181,135.761715,2,1
261060010000,新シ町,34.989694,135.757559,2,1
261060011000,東塩小路町,34.987478,135.758469,2,1
261060012000,東塩小路向畑町,34.987469,135.762524,2,1
261060013000,東塩小路高倉町,34.985119,135.760830,2,1
261060014000,東塩小路釜殿町,34.984962,135.758438,2,1
261060015000,溜池町,34.991953,135.764701,2,1
261060016000,紺屋町,34.991068,135.764653,2,1
261060017000,納屋町,34.989952,135.764648,2,1
261060018000,万屋町,34.991692,135.764336,2,1
261060019000,住吉町,34.993524,135.753327,2,1
261060020000,塩屋町,35.002578,135.764527,2,1
261060021000,材木町,34.989087,135.763216,2,1
261060022000,榎木町,34.990836,135.761741,2,1
261060023000,西玉水町,34.990336,135.761583,2,1
261060024000,東玉水町,34.991339,135.762496,2,1
261060025000,打越町,34.991983,135.762030,2,1
261060026000,筒金町,34.991776,135.761310,2,1
261060027000,常葉町,34.991497,135.758216,2,1
261060028000,亀町,34.991743,135.760417,2,1
261060029000,廿人講町,34.991252,135.760875,2,1
261060030000,卓屋町,34.990726,135.760546,2,1
261060031000,橘町,34.998893,135.752927,2,1
261060032000,笹屋町,34.990783,135.761208,2,1
261060033000,飴屋町,34.989731,135.761182,2,1
261060034000,堀詰町,34.989753,135.761631,2,1
261060035000,真苧屋町,34.989068,135.760685,2,1
261060036000,粉川町,34.989735,135.760523,2,1
261060037000,桜木町,34.989462,135.759515,2,1
261060038000,相之町,35.003075,135.764205,2,1
261060039000,永原町,35.002072,135.763587,2,1
261060040000,万里小路町,35.000603,135.764122,2,1
261060041000,吉文字町,34.999598,135.763985,2,1
261060042000,小石町,35.003055,135.763317,2,1
261060043000,夕顔町,34.999552,135.763353,2,1
261060044000,高材木町,35.002964,135.762671,2,1
261060045000,竹屋町,35.002046,135.762620,2,1
261060046000,新開町,35.000761,135.763306,2,1
261060047000,葛篭屋町,34.999608,135.762655,2,1
261060048000,稲荷町,34.999642,135.761877,2,1
261060049000,元悪王子町,35.003059,135.761201,2,1
261060050000,扇酒屋町,35.002150,135.760862,2,1
261060051000,高橋町,35.000564,135.761162,2,1
261060052000,燈篭町,34.999517,135.761092,2,1
261060053000,因幡堂町,34.999566,135.760360,2,1
261060054000,立売中之町,35.003868,135.763321,2,1
261060055000,立売西町,35.003894,135.761608,2,1
261060056000,長刀鉾町,35.003872,135.760164,2,1
261060057000,綾材木町,35.002430,135.763065,2,1
261060058000,神明町,35.002689,135.761819,2,1
261060059000,竹屋之町,35.002275,135.760251,2,1
261060060000,東前町,35.001589,135.763372,2,1
261060061000,西前町,35.001574,135.762688,2,1
261060062000,仏光寺西町,35.001244,135.761539,2,1
261060063000,上柳町,34.995671,135.757526,2,1
261060064000,泉正寺町,35.000142,135.763300,2,1
261060065000,三軒町,35.000387,135.761781,2,1
261060066000,匂天神町,35.000420,135.760201,2,1
261060067000,貞安前ノ町,35.002943,135.767894,2,1
261060068000,中之町,35.001978,135.766710,2,1
261060069000,恵美須之町,35.000660,135.767229,2,1
261060070000,京極町,34.999602,135.766974,2,1
261060071000,大寿町,35.003051,135.766140,2,1
261060072000,丸屋町,35.002392,135.750046,2,1
261060073000,桝屋町,34.999644,135.766260,2,1
261060074000,八文字町,35.002936,135.765650,2,1
261060075000,俵屋町,35.002004,135.765625,2,1
261060076000,鍋屋町,35.000832,135.765397,2,1
261060077000,鍵屋町,34.994854,135.758807,2,1
261060078000,徳正寺町,35.003061,135.764755,2,1
261060079000,塗師屋町,35.001938,135.764619,2,1
261060080000,筋屋町,35.000823,135.764642,2,1
261060081000,恵美須屋町,34.999608,135.764598,2,1
261060082000,奈良物町,35.003953,135.765726,2,1
261060083000,立売東町,35.003569,135.764626,2,1
261060084000,足袋屋町,35.002418,135.766072,2,1
261060085000,大黒町,34.995393,135.758111,2,1
261060086000,仏光寺東町,35.001405,135.764646,2,1
261060087000,茶磨屋町,35.000189,135.765904,2,1
261060088000,雁金町,35.000157,135.764431,2,1
261060089000,斎藤町,35.003069,135.770807,2,1
261060090000,天王町,35.001233,135.769722,2,1
261060091000,和泉屋町,35.000285,135.769196,2,1
261060092000,美濃屋町,34.999301,135.768776,2,1
261060093000,下材木町,34.996628,135.767863,2,1
261060094000,船頭町,35.002790,135.770115,2,1
261060095000,市之町,35.001720,135.769429,2,1
261060096000,天満町,35.000476,135.768675,2,1
261060097000,難波町,34.998341,135.767541,2,1
261060098000,順風町,35.002916,135.769528,2,1
261060099000,富永町,34.998285,135.756725,2,1
261060100000,清水町,34.999687,135.768089,2,1
261060101000,幸竹町,34.999406,135.767414,2,1
261060102000,橋本町,35.003906,135.770653,2,1
261060103000,真町,35.003945,135.770050,2,1
261060104000,御旅町,35.003848,135.768950,2,1
261060105000,御旅宮本町,35.003700,135.767092,2,1
261060106000,松川町,34.999012,135.767739,2,1
261060107000,薮下町,34.998899,135.755783,2,1
261060108000,中野之町,34.998899,135.757134,2,1
261060109000,亀屋町,34.998322,135.755848,2,1
261060110000,布屋町,34.997053,135.756028,2,1
261060111000,月見町,34.997674,135.755806,2,1
261060112000,小田原町,34.997153,135.757219,2,1
261060113000,徳万町,34.998358,135.757434,2,1
261060114000,元両替町,34.998267,135.757991,2,1
261060115000,坂東屋町,34.997032,135.757952,2,1
261060116000,長刀切町,34.997746,135.757824,2,1
261060117000,玉津島町,34.998941,135.758672,2,1
261060118000,弁財天町,34.998239,135.758910,2,1
261060119000,御供石町,34.997685,135.758581,2,1
261060120000,高砂町,34.997022,135.758878,2,1
261060121000,五条烏丸町,34.998179,135.759803,2,1
261060122000,悪王子町,34.997131,135.759415,2,1
261060123000,大堀町,34.997705,135.760095,2,1
261060124000,吉水町,34.998391,135.760271,2,1
261060125000,俊成町,34.998713,135.760042,2,1
261060126000,玉屋町,34.996972,135.760332,2,1
261060127000,大江町,34.998316,135.761106,2,1
261060128000,深草町,34.997108,135.761119,2,1
261060129000,植松町,34.998526,135.766997,2,1
261060130000,西橋詰町,34.997118,135.767126,2,1
261060131000,須浜町,34.998123,135.766211,2,1
261060132000,安土町,34.996919,135.766185,2,1
261060133000,上鱗形町,34.998289,135.765562,2,1
261060134000,下鱗形町,34.997116,135.765519,2,1
261060135000,本上神明町,34.998208,135.764809,2,1
261060136000,石不動之町,34.999024,135.765926,2,1
