大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
014710001000,字安川,44.706157,142.033015,1,2
014710002000,字歌内,44.881132,142.048602,1,2
014710003000,字共和,44.653044,142.055359,1,2
014710004000,字琴平,44.775359,142.071097,1,2
014710005000,字国府,44.871992,142.019231,1,2
014710006000,字佐久,44.742739,142.048754,1,2
014710007000,字神路,44.747315,142.135570,1,2
014710008000,字大富,44.844430,142.054233,1,2
014710009000,字大和,44.590385,142.061263,1,2
014710010000,字中川,44.844431,142.080440,1,2
014710011000,字板谷,44.608710,142.110599,1,2
014710012000,字富和,44.728639,142.082106,1,2
014710013000,字豊里,44.768016,142.055108,1,2
014710014000,字誉,44.805110,142.050808,1,2
