大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
162060001000,安田,36.734637,137.378239,1,1
162060002000,夷子町,36.768009,137.338390,1,1
162060003000,稲泉,36.756728,137.365592,1,1
162060004000,稲泉新,36.757918,137.372493,1,1
162060005000,横町,36.762883,137.334682,1,1
162060006000,横道,36.756871,137.384268,1,1
162060007000,沖田新,36.754155,137.347488,1,1
162060008000,下小泉町,36.762980,137.343103,1,1
162060009000,下島,36.756294,137.341495,1,1
162060010000,下梅沢,36.748946,137.339046,1,1
162060011000,下野,36.738426,137.403208,1,1
162060012000,加島町,36.760128,137.332066,1,1
162060013000,嘉大窪,36.761691,137.392464,1,1
162060014000,河浦町,36.764887,137.336541,1,1
162060015000,河端町,36.762009,137.335967,1,1
162060016000,改養寺,36.740841,137.382912,1,1
162060017000,開,36.740308,137.392229,1,1
162060018000,柿木,36.758268,137.394027,1,1
162060019000,笠木,36.788231,137.369705,1,1
162060020000,吉浦,36.793684,137.373033,1,1
162060021000,宮窪,36.753785,137.363271,1,1
162060022000,宮窪新,36.750912,137.364371,1,1
162060023000,魚躬,36.754871,137.324208,1,1
162060024000,橋場町,36.764495,137.336031,1,1
162060025000,曲渕,36.777248,137.362850,1,1
162060026000,金屋,36.748486,137.381071,1,1
162060027000,栗山,36.765960,137.400910,1,1
162060028000,菰原,36.752367,137.333406,1,1
162060029000,吾妻町,36.767674,137.341622,1,1
162060030000,江尻,36.750628,137.330844,1,1
162060031000,荒町,36.766146,137.337584,1,1
162060032000,荒俣,36.783198,137.359755,1,1
162060033000,高月町,36.757879,137.324446,1,1
162060034000,高塚,36.780447,137.351144,1,1
162060035000,高柳,36.743756,137.364884,1,1
162060036000,今町,36.768743,137.339977,1,1
162060037000,三ケ,36.796094,137.380387,1,1
162060038000,三穂町,36.765401,137.335692,1,1
162060039000,山王町,36.762553,137.334102,1,1
162060040000,四ツ屋,36.778189,137.372585,1,1
162060041000,四屋新,36.748194,137.371198,1,1
162060042000,四間町,36.766670,137.339318,1,1
162060043000,寺家町,36.766005,137.340678,1,1
162060044000,寺町,36.728658,137.367465,1,1
162060045000,七間町,36.765339,137.336951,1,1
162060046000,七口,36.751149,137.367332,1,1
162060047000,室山,36.742937,137.421033,1,1
162060048000,柴,36.739483,137.371192,1,1
162060049000,小森,36.720387,137.391508,1,1
162060050000,小林,36.744939,137.369524,1,1
162060051000,松原町,36.766363,137.336180,1,1
162060052000,上小泉,36.757362,137.347980,1,1
162060053000,上島,36.751093,137.346489,1,1
162060054000,上梅沢,36.745148,137.353606,1,1
162060055000,常光寺,36.737916,137.348226,1,1
162060056000,常盤町,36.769181,137.342233,1,1
162060057000,新富町,36.754846,137.330441,1,1
162060058000,森尻新,36.725353,137.363483,1,1
162060059000,森野新,36.753120,137.393988,1,1
162060060000,神家町,36.763829,137.338079,1,1
162060061000,神明町,36.767530,137.339129,1,1
162060062000,杉本,36.757533,137.401352,1,1
162060063000,瀬羽町,36.763656,137.336106,1,1
162060064000,清水町,36.764752,137.343832,1,1
162060065000,赤浜,36.734344,137.361672,1,1
162060066000,千鳥,36.740187,137.413515,1,1
162060067000,大浦,36.749159,137.412301,2,1
162060068000,大榎,36.756454,137.391991,1,1
162060069000,大掛,36.773494,137.391799,1,1
162060070000,大窪,36.765867,137.391734,1,1
162060071000,大崎野,36.750326,137.401614,1,1
162060072000,大町,36.764780,137.337026,1,1
162060073000,大坪,36.729401,137.372463,1,1
162060074000,大島,36.783790,137.386384,1,1
162060075000,大島新,36.763520,137.373687,1,1
162060076000,大日,36.739024,137.422292,1,1
162060077000,大門,36.742975,137.339068,1,1
162060078000,大林,36.749189,137.412096,1,1
162060079000,辰野,36.768895,137.350989,1,1
162060080000,中新,36.753421,137.374278,1,1
162060081000,中川原,36.772719,137.347461,1,1
162060082000,中村,36.789273,137.382346,1,1
162060083000,中町,36.766539,137.338337,1,1
162060084000,中塚,36.759911,137.375777,1,1
162060085000,中野,36.741462,137.407554,1,1
162060086000,中野島,36.769073,137.367436,1,1
162060087000,追分,36.779001,137.380519,1,1
162060088000,坪川,36.774966,137.353875,1,1
162060089000,坪川新,36.776615,137.349561,1,1
162060090000,田中新町,36.758572,137.341685,1,1
162060091000,田中町,36.761813,137.338061,1,1
162060092000,田林,36.730995,137.384427,1,1
162060093000,東金屋,36.747209,137.385149,1,1
162060094000,東福寺,36.732472,137.413746,1,1
162060095000,東福寺開,36.740652,137.401301,1,1
162060096000,東福寺野,36.730869,137.406590,1,1
162060097000,道寺,36.749217,137.389203,1,1
162060098000,栃山,36.748540,137.376222,1,1
162060099000,二ツ破,36.771198,137.366538,1,1
162060100000,二塚,36.761048,137.379456,1,1
162060101000,馬町,36.765987,137.337647,1,1
162060102000,八大窪,36.767146,137.390333,1,1
162060103000,瓢町,36.766331,137.337896,1,1
162060104000,浜四ツ屋,36.783974,137.363741,1,1
162060105000,浜町,36.763986,137.335203,1,1
162060106000,武平太町,36.767416,137.337792,1,1
162060107000,米島,36.761746,137.361779,1,1
162060108000,法花寺,36.758146,137.360466,1,1
162060109000,北町,36.767795,137.338284,1,1
162060110000,北野,36.770843,137.376769,1,1
162060111000,北野新,36.774380,137.369054,1,1
162060112000,堀江,36.735011,137.353789,1,1
162060113000,堀内,36.745215,137.422252,1,1
162060114000,本江,36.728423,137.379101,1,1
162060115000,蓑輪,36.727367,137.434978,1,1
162060116000,野尻,36.751403,137.391904,1,1
162060117000,野町,36.764323,137.364990,1,1
162060118000,柳原,36.765269,137.350399,1,1
162060119000,有金,36.739345,137.344841,1,1
