大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
033210001000,稲藤字牡丹野,39.550109,141.115439,1,2
033210002000,稲藤字学屋,39.547481,141.122162,1,2
033210003000,稲藤字関口,39.550280,141.121037,1,2
033210004000,稲藤字栗田,39.551807,141.117887,1,2
033210005000,稲藤字後藤,39.552842,141.120198,1,2
033210006000,稲藤字七郷,39.547583,141.131261,1,2
033210007000,稲藤字升形,39.552484,141.114049,1,2
033210008000,稲藤字上川原,39.549323,141.113390,1,2
033210009000,稲藤字新里,39.541999,141.124945,1,2
033210010000,稲藤字瀬平,39.554726,141.126832,1,2
033210011000,稲藤字川原,39.547116,141.117764,1,2
033210012000,稲藤字太田元,39.554624,141.131392,1,2
033210013000,稲藤字田屋,39.551837,141.129431,1,2
033210014000,稲藤字田中,39.548345,141.129453,1,2
033210015000,稲藤字内田,39.549436,141.125667,1,2
033210016000,稲藤字南七合,39.546055,141.128854,1,2
033210017000,稲藤字廿木,39.546194,141.124291,1,2
033210018000,稲藤字宝木,39.543541,141.128321,1,2
033210019000,稲藤字和田,39.549681,141.130047,1,2
033210020000,遠山字廻田,39.560894,141.199346,1,2
033210021000,遠山字古屋敷,39.561493,141.204026,1,2
033210022000,遠山字小杉,39.559539,141.218703,1,2
033210023000,遠山字松原,39.552555,141.206359,1,2
033210024000,遠山字上小深田,39.562517,141.214929,1,2
033210025000,遠山字新田,39.557711,141.203654,1,2
033210026000,遠山字新坊,39.561891,141.207423,1,2
033210027000,遠山字西野々,39.554832,141.219691,1,2
033210028000,遠山字大橋,39.558106,141.207843,1,2
033210029000,遠山字丹内,39.557551,141.211014,1,2
033210030000,遠山字中松原,39.552909,141.213686,1,2
033210031000,遠山字中清水,39.556953,141.217323,1,2
033210032000,遠山字中村,39.560510,141.213013,1,2
033210033000,下松本字下二合,39.569481,141.114988,1,2
033210034000,下松本字元地,39.571199,141.121004,1,2
033210035000,下松本字上渡,39.567306,141.112559,1,2
033210036000,下松本字新田,39.573765,141.123290,1,2
033210037000,下松本字曽利目,39.576216,141.130050,1,2
033210038000,下松本字二ツ屋,39.570899,141.114858,1,2
033210039000,下松本字蓬田,39.572968,141.127463,1,2
033210040000,吉水字祭田,39.569016,141.108953,1,2
033210041000,吉水字小深田,39.570175,141.104456,1,2
033210042000,吉水字清水屋敷,39.565402,141.103120,1,2
033210043000,吉水字中村,39.567756,141.106658,1,2
033210044000,吉水字的,39.563771,141.098775,1,2
033210045000,宮手字越場,39.562727,141.133486,1,2
033210046000,宮手字久々舘,39.570936,141.131509,1,2
033210047000,宮手字向田,39.566024,141.119453,1,2
033210048000,宮手字作岡,39.562153,141.104579,1,2
033210049000,宮手字上戸,39.565597,141.112978,1,2
033210051000,宮手字泉屋敷,39.565336,141.106311,1,2
033210052000,宮手字谷地舘,39.562125,141.117949,1,2
033210053000,宮手字中宮,39.569031,141.124083,1,2
033210054000,宮手字追分,39.562906,141.141417,1,2
033210055000,宮手字土森,39.570038,141.133008,1,2
033210056000,宮手字栃花,39.562297,141.110548,1,2
033210057000,宮手字北田,39.565957,141.137994,1,2
033210058000,宮手字朴田,39.567834,141.119732,1,2
033210059000,宮手字野中,39.561954,141.123949,1,2
033210060000,宮手字立分,39.565792,141.127092,1,2
033210061000,犬吠森字横田,39.573396,141.187216,1,2
033210062000,犬吠森字間木沢,39.559622,141.178499,1,2
033210063000,犬吠森字岩ノ沢,39.568561,141.185649,1,2
033210064000,犬吠森字境,39.553183,141.178157,1,2
033210065000,犬吠森字後田,39.575157,141.190797,1,2
033210066000,犬吠森字小路口,39.570640,141.185571,1,2
033210067000,犬吠森字沼口,39.563386,141.183727,1,2
033210068000,犬吠森字沼田,39.575784,141.186391,1,2
033210069000,犬吠森字盆成,39.572489,141.182847,1,2
033210070000,犬渕字下越田,39.512796,141.172184,1,2
033210071000,犬渕字上田,39.515824,141.157898,1,2
033210072000,犬渕字新田堰,39.519465,141.164406,1,2
033210073000,犬渕字深田,39.511493,141.155711,1,2
033210074000,犬渕字西田,39.517756,141.172663,1,2
033210075000,犬渕字谷地田,39.515728,141.163744,1,2
033210076000,犬渕字南谷地,39.511627,141.162629,1,2
033210077000,江柄字外野,39.595511,141.212279,1,2
033210078000,江柄字角野,39.597696,141.226900,1,2
033210079000,江柄字岩ノ沢,39.600214,141.234213,1,2
033210080000,江柄字荒田,39.603849,141.233093,1,2
033210081000,江柄字手造,39.596667,141.203584,1,2
033210082000,江柄字小森,39.596167,141.233750,1,2
033210083000,江柄字清水屋敷,39.595113,141.204989,1,2
033210084000,江柄字大久保,39.602731,141.238040,1,2
033210085000,江柄字大志田,39.597322,141.221675,1,2
033210086000,江柄字大地田,39.600616,141.203817,1,2
033210087000,江柄字日向,39.598880,141.204844,1,2
033210088000,江柄字福田,39.595662,141.200982,1,2
033210089000,高水寺字古屋敷,39.574694,141.163662,1,2
033210090000,高水寺字古川,39.576941,141.175003,1,2
033210091000,高水寺字向畑,39.576280,141.168995,1,2
033210092000,高水寺字川原,39.574062,141.175017,1,2
033210093000,高水寺字大坊,39.568657,141.166830,1,2
033210094000,高水寺字中田,39.577770,141.163570,1,2
033210095000,高水寺字田中,39.570747,141.163503,1,2
033210096000,高水寺字土手,39.572878,141.163513,1,2
033210097000,高水寺字柳田,39.578177,141.172040,1,2
033210098000,佐比内字宇南田,39.490470,141.224896,1,2
033210099000,佐比内字横寺,39.495823,141.222247,1,2
033210101000,佐比内字柿木,39.500345,141.220308,1,2
033210102000,佐比内字鴨目田,39.515167,141.237455,1,2
033210103000,佐比内字舘前,39.499836,141.243856,1,2
033210104000,佐比内字牛の頭,39.506377,141.209062,1,2
033210105000,佐比内字元木戸,39.507265,141.215353,1,2
033210106000,佐比内字黒森,39.494758,141.211375,1,2
033210107000,佐比内字三子平,39.513390,141.231280,1,2
033210108000,佐比内字山崎,39.510614,141.213688,1,2
033210109000,佐比内字松田,39.504369,141.224482,1,2
033210110000,佐比内字神田,39.502815,141.230415,1,2
033210111000,佐比内字正分沢,39.524985,141.246131,1,2
033210112000,佐比内字中屋敷,39.513210,141.241241,1,2
033210113000,佐比内字中沢,39.502441,141.267144,1,2
033210114000,佐比内字中平,39.530151,141.256958,1,2
033210115000,佐比内字田屋,39.515655,141.219699,1,2
033210116000,佐比内字田中前,39.515848,141.211622,1,2
033210118000,佐比内字内黒森,39.502586,141.215579,1,2
033210119000,佐比内字馬場,39.494310,141.245592,1,2
033210120000,佐比内字飯豊田,39.490754,141.231770,1,2
033210121000,佐比内字平栗,39.521302,141.263739,1,2
033210122000,佐比内字平田,39.494603,141.237415,1,2
033210123000,佐比内字片山,39.505078,141.235967,1,2
033210124000,佐比内字芳沢,39.511477,141.252490,1,2
033210125001,桜町一丁目,39.549733,141.165964,1,3
033210125002,桜町二丁目,39.548103,141.165618,1,3
033210126000,桜町字浦田,39.542183,141.168579,1,2
033210127000,桜町字下川原,39.548115,141.173004,1,2
033210128000,桜町字下野沢,39.553416,141.154868,1,2
033210129000,桜町字高木,39.544877,141.161367,1,2
033210130000,桜町字才土地,39.543905,141.167021,1,2
033210131000,桜町字三本木,39.541273,141.173685,1,2
033210132000,桜町字上川原,39.553105,141.171846,1,2
033210133000,桜町字上野沢,39.550773,141.155961,1,2
033210134000,桜町字大坪,39.549099,141.169298,1,2
033210135000,桜町字中屋敷,39.545200,141.169308,1,2
033210136000,桜町字田頭,39.546999,141.164642,1,2
033210137000,桜町字本町,39.543355,141.171616,1,2
033210138000,桜町字本町川原,39.545383,141.173934,1,2
033210139000,山屋字下郷,39.580377,141.225737,1,2
033210140000,山屋字夏梨子,39.579062,141.245896,1,2
033210141000,山屋字外村,39.580254,141.239669,1,2
033210142000,山屋字山口,39.581404,141.258950,1,2
033210143000,山屋字上郷,39.578055,141.231200,1,2
033210144000,山屋字中居,39.584015,141.245550,1,2
033210145000,山屋字鍋沢,39.574422,141.264093,1,2
033210146000,山屋字日影,39.573844,141.243403,1,2
033210147001,紫波中央駅前一丁目,39.553885,141.159823,1,3
033210147002,紫波中央駅前二丁目,39.554276,141.156720,1,3
033210147003,紫波中央駅前三丁目,39.556965,141.155346,1,3
033210147004,紫波中央駅前四丁目,39.557096,141.157149,1,3
033210147005,紫波中央駅前五丁目,39.557031,141.158713,1,3
033210148000,紫野字芦立,39.562169,141.226762,1,2
033210149000,紫野字外野,39.562196,141.236530,1,2
033210150000,紫野字山神,39.558379,141.235135,1,2
033210151000,紫野字清水袋,39.557004,141.229361,1,2
033210152000,紫野字別当,39.565728,141.232745,1,2
033210153000,升沢字久保,39.562471,141.089918,1,2
033210154000,升沢字坂本,39.560876,141.093716,1,2
033210155000,升沢字市ノ町,39.560391,141.087587,1,2
033210156000,升沢字小森,39.561976,141.080270,1,2
033210157000,升沢字前平,39.560924,141.075436,1,2
033210158000,升沢字竹原,39.561078,141.084574,1,2
033210159000,升沢字田屋,39.561892,141.097841,1,2
033210160000,升沢字田中,39.559057,141.089338,1,2
033210161000,小屋敷字阿弥陀堂,39.572989,141.096078,1,2
033210162000,小屋敷字関口,39.572947,141.107084,1,2
033210163000,小屋敷字京田,39.573328,141.101450,1,2
033210164000,小屋敷字古屋敷,39.570842,141.098592,1,2
033210165000,小屋敷字荒屋,39.568323,141.100699,1,2
033210166000,小屋敷字四方田,39.572860,141.110506,1,2
033210167000,小屋敷字小林,39.573681,141.088607,1,2
033210168000,小屋敷字焼野,39.576699,141.091892,1,2
033210169000,小屋敷字新在家,39.580006,141.079264,1,2
033210170000,小屋敷字大内田,39.571043,141.103862,1,2
033210171000,小屋敷字中谷地,39.574445,141.113330,1,2
033210172000,小屋敷字昼場,39.566472,141.099836,1,2
033210173000,小屋敷字道ノ下,39.573021,141.115028,1,2
033210174000,小屋敷字夫屋敷,39.572780,141.122697,1,2
033210175000,小屋敷字野,39.576333,141.088428,1,2
033210176000,小屋敷字野原,39.574465,141.096011,1,2
033210177000,上松本字柿田,39.569663,141.091271,1,2
033210178000,上松本字境,39.564275,141.081077,1,2
