大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
015780001001,栄町一丁目,42.553453,141.350168,1,3
015780001002,栄町二丁目,42.552487,141.348136,1,3
015780001003,栄町三丁目,42.554972,141.347096,1,3
015780002001,高砂町一丁目,42.547402,141.350931,1,3
015780002002,高砂町二丁目,42.547104,141.354517,1,3
015780002003,高砂町三丁目,42.545732,141.349096,1,3
015780002004,高砂町四丁目,42.543856,141.349880,1,3
015780003000,字虎杖浜,42.475203,141.208482,1,2
015780004000,字社台,42.589093,141.380673,1,2
015780005000,字森野,42.638383,141.255608,1,2
015780006000,字石山,42.560957,141.306803,1,2
015780007000,字竹浦,42.510897,141.254173,1,2
015780008000,字萩野,42.533771,141.293166,1,2
015780009000,字白老,42.578989,141.342037,1,2
015780010000,字北吉原,42.525073,141.277410,1,2
015780011001,若草町一丁目,42.557729,141.361785,1,3
015780011002,若草町二丁目,42.559722,141.363559,1,3
015780012000,陣屋町,42.564107,141.343212,1,1
015780013001,川沿一丁目,42.551888,141.345498,1,3
015780013002,川沿二丁目,42.550843,141.343056,1,3
015780013003,川沿三丁目,42.554969,141.342576,1,3
015780013004,川沿四丁目,42.557802,141.344467,1,3
015780014001,大町一丁目,42.550750,141.356361,1,3
015780014002,大町二丁目,42.553952,141.358944,1,3
015780014003,大町三丁目,42.552371,141.359970,1,3
015780014004,大町四丁目,42.550517,141.362019,1,3
015780014005,大町五丁目,42.548726,141.361497,1,3
015780015001,東町一丁目,42.557139,141.364095,1,3
015780015002,東町二丁目,42.554113,141.361888,1,3
015780015003,東町三丁目,42.552761,141.364301,1,3
015780015004,東町四丁目,42.555298,141.368003,1,3
015780015005,東町五丁目,42.552664,141.367152,1,3
015780016001,日の出町一丁目,42.559785,141.368986,1,3
015780016002,日の出町二丁目,42.562691,141.375687,1,3
015780016003,日の出町三丁目,42.557728,141.369717,1,3
015780016004,日の出町四丁目,42.555546,141.371575,1,3
015780016005,日の出町五丁目,42.557856,141.375232,1,3
015780017001,本町一丁目,42.551126,141.351166,1,3
015780017002,本町二丁目,42.547302,141.346457,1,3
015780017003,本町三丁目,42.549536,141.347036,1,3
015780018001,末広町一丁目,42.555456,141.358828,1,3
015780018002,末広町二丁目,42.556319,141.357414,1,3
015780018003,末広町三丁目,42.555128,141.352714,1,3
015780018004,末広町四丁目,42.557193,141.353830,1,3
015780018005,末広町五丁目,42.559017,141.353611,1,3
015780019001,緑丘一丁目,42.556929,141.347694,1,3
015780019002,緑丘二丁目,42.559216,141.346357,1,3
015780019003,緑丘三丁目,42.559893,141.348077,1,3
015780019004,緑丘四丁目,42.562724,141.349924,1,3
015780020000,緑町,42.562929,141.337056,1,1
