大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
404020001000,新北,33.773316,130.675916,1,1
404020002000,長谷,33.758576,130.674868,1,1
404020003000,室木,33.750895,130.659695,1,1
404020004000,八尋,33.768116,130.659564,1,1
404020005000,新延,33.790311,130.658984,1,1
404020006000,永谷,33.797115,130.643810,1,1
404020007000,中山,33.789599,130.684271,1,1
404020008000,小牧,33.793534,130.697549,1,1
404020009000,猪倉,33.800119,130.683874,1,1
404020010000,上木月,33.811509,130.688115,1,1
404020011000,木月,33.810524,130.674342,1,1
404020012000,古門,33.810796,130.658778,1,1
404020013001,弥生一丁目,33.802681,130.679511,1,3
404020013002,弥生二丁目,33.801810,130.680809,1,3
404020013003,弥生三丁目,33.800227,130.679785,1,3
