大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
114650001001,ゆめみ野一丁目,35.923797,139.820376,1,3
114650001002,ゆめみ野二丁目,35.922122,139.820954,1,3
114650001003,ゆめみ野三丁目,35.920203,139.821760,1,3
114650001004,ゆめみ野四丁目,35.920899,139.824594,1,3
114650001005,ゆめみ野五丁目,35.922915,139.824481,1,3
114650001006,ゆめみ野六丁目,35.924859,139.823207,1,3
114650002001,ゆめみ野東一丁目,35.925986,139.826219,1,3
114650002002,ゆめみ野東二丁目,35.924662,139.828586,1,3
114650002003,ゆめみ野東三丁目,35.921875,139.829299,1,3
114650002004,ゆめみ野東四丁目,35.919843,139.830754,1,3
114650003001,松葉一丁目,35.925834,139.820893,1,3
114650003002,松葉二丁目,35.927528,139.825797,1,3
114650004000,大字下赤岩,35.911218,139.838438,1,1
114650005000,大字魚沼,35.957123,139.820383,1,1
114650006000,大字金杉,35.943755,139.830596,1,1
114650007000,大字松伏,35.929768,139.822961,1,1
114650008000,大字上赤岩,35.917069,139.827652,1,1
114650009000,大字大川戸,35.943385,139.815209,1,1
114650010000,大字築比地,35.954680,139.831555,1,1
114650011000,大字田島,35.932531,139.832331,1,1
114650012001,田中一丁目,35.922984,139.811760,1,3
114650012002,田中二丁目,35.924478,139.809532,1,3
114650012003,田中三丁目,35.920844,139.807860,1,3
114650013000,田島東,35.929826,139.839149,1,1
