大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
141090001001,下田町一丁目,35.556834,139.635807,1,3
141090001002,下田町二丁目,35.558342,139.638343,1,3
141090001003,下田町三丁目,35.560247,139.632970,1,3
141090001004,下田町四丁目,35.557417,139.631604,1,3
141090001005,下田町五丁目,35.556974,139.626924,1,3
141090001006,下田町六丁目,35.560701,139.627730,1,3
141090002000,岸根町,35.498731,139.612425,1,1
141090003001,菊名一丁目,35.500576,139.633081,1,3
141090003002,菊名二丁目,35.500717,139.635293,1,3
141090003003,菊名三丁目,35.506224,139.636778,1,3
141090003004,菊名四丁目,35.508753,139.636716,1,3
141090003005,菊名五丁目,35.511421,139.634619,1,3
141090003006,菊名六丁目,35.514475,139.632231,1,3
141090003007,菊名七丁目,35.516743,139.629086,1,3
141090004000,錦が丘,35.507029,139.631350,1,1
141090005000,綱島上町,35.535538,139.624496,1,1
141090006001,綱島西一丁目,35.538163,139.633212,1,3
141090006002,綱島西二丁目,35.535550,139.630250,1,3
141090006003,綱島西三丁目,35.537740,139.628584,1,3
141090006004,綱島西四丁目,35.542138,139.627950,1,3
141090006005,綱島西五丁目,35.544142,139.630647,1,3
141090006006,綱島西六丁目,35.542872,139.637208,1,3
141090007000,綱島台,35.541083,139.632774,1,1
141090008001,綱島東一丁目,35.535912,139.637627,1,3
141090008002,綱島東二丁目,35.539335,139.639138,1,3
141090008003,綱島東三丁目,35.537644,139.642032,1,3
141090008004,綱島東四丁目,35.541625,139.642817,1,3
141090008005,綱島東五丁目,35.539157,139.649042,1,3
141090008006,綱島東六丁目,35.535158,139.645736,1,3
141090009001,高田西一丁目,35.551236,139.614097,1,3
141090009002,高田西二丁目,35.551412,139.617988,1,3
141090009003,高田西三丁目,35.554622,139.620315,1,3
141090009004,高田西四丁目,35.553651,139.614950,1,3
141090009005,高田西五丁目,35.555912,139.612395,1,3
141090010000,高田町,35.559190,139.618840,1,1
141090011001,高田東一丁目,35.546794,139.625895,1,3
141090011002,高田東二丁目,35.549952,139.624589,1,3
141090011003,高田東三丁目,35.552836,139.622739,1,3
141090011004,高田東四丁目,35.547360,139.621984,1,3
141090012000,師岡町,35.522385,139.637409,1,1
141090013000,篠原西町,35.494098,139.621881,1,1
141090014000,篠原台町,35.492566,139.627338,1,1
141090015000,篠原町,35.504208,139.618831,1,1
141090016001,篠原東一丁目,35.498580,139.628642,1,3
141090016002,篠原東二丁目,35.499521,139.625777,1,3
141090016003,篠原東三丁目,35.501990,139.627036,1,3
141090017001,篠原北一丁目,35.507593,139.626913,1,3
141090017002,篠原北二丁目,35.510548,139.626988,1,3
141090018000,小机町,35.510255,139.597397,1,1
141090019000,新羽町,35.528669,139.608553,1,1
141090020001,新横浜一丁目,35.504155,139.610326,1,3
141090020002,新横浜二丁目,35.507542,139.613625,1,3
141090020003,新横浜三丁目,35.512077,139.618870,1,3
141090021000,新吉田町,35.543207,139.608253,1,1
141090022001,新吉田東一丁目,35.543540,139.620389,1,3
141090022002,新吉田東二丁目,35.545690,139.621430,1,3
141090022003,新吉田東三丁目,35.546446,139.617691,1,3
141090022004,新吉田東四丁目,35.541781,139.616425,1,3
141090022005,新吉田東五丁目,35.540225,139.620528,1,3
141090022006,新吉田東六丁目,35.537521,139.619345,1,3
141090022007,新吉田東七丁目,35.534760,139.617690,1,3
141090022008,新吉田東八丁目,35.535153,139.613826,1,3
141090024001,大曽根一丁目,35.525188,139.631554,1,3
141090024002,大曽根二丁目,35.531008,139.631423,1,3
141090024003,大曽根三丁目,35.532175,139.626973,1,3
141090025000,大曽根台,35.529339,139.626237,1,1
141090026000,大豆戸町,35.514137,139.625545,1,1
141090027001,樽町一丁目,35.527827,139.634947,1,3
141090027002,樽町二丁目,35.532394,139.636981,1,3
141090027003,樽町三丁目,35.531411,139.643357,1,3
141090027004,樽町四丁目,35.528254,139.641894,1,3
141090028001,仲手原一丁目,35.495777,139.635076,1,3
141090028002,仲手原二丁目,35.496176,139.628715,1,3
141090029000,鳥山町,35.503311,139.602860,1,1
141090030001,日吉一丁目,35.557115,139.641818,1,3
141090030002,日吉二丁目,35.556865,139.646590,1,3
141090030003,日吉三丁目,35.555423,139.654181,1,3
141090030004,日吉四丁目,35.552965,139.650843,1,3
141090030005,日吉五丁目,35.547773,139.652988,1,3
141090030006,日吉六丁目,35.542788,139.653097,1,3
141090030007,日吉七丁目,35.543503,139.649892,1,3
141090031001,日吉本町一丁目,35.553550,139.644096,1,3
141090031002,日吉本町二丁目,35.553406,139.637608,1,3
141090031003,日吉本町三丁目,35.548830,139.636750,1,3
141090031004,日吉本町四丁目,35.546801,139.634364,1,3
141090031005,日吉本町五丁目,35.550863,139.629786,1,3
141090031006,日吉本町六丁目,35.553952,139.629426,1,3
141090032001,富士塚一丁目,35.502699,139.630474,1,3
141090032002,富士塚二丁目,35.504691,139.630754,1,3
141090033001,北新横浜一丁目,35.518087,139.615583,1,3
141090033002,北新横浜二丁目,35.515503,139.614836,1,3
141090034001,箕輪町一丁目,35.549146,139.647586,1,3
141090034002,箕輪町二丁目,35.543463,139.644725,1,3
141090034003,箕輪町三丁目,35.547959,139.642104,1,3
141090035001,大倉山一丁目,35.521672,139.631250,0,3
141090035002,大倉山二丁目,35.527712,139.622969,0,3
141090035003,大倉山三丁目,35.521550,139.626070,0,3
141090035004,大倉山四丁目,35.520126,139.622596,0,3
141090035005,大倉山五丁目,35.524211,139.622711,0,3
141090035006,大倉山六丁目,35.531728,139.621019,0,3
141090035007,大倉山七丁目,35.521434,139.618664,0,3
